entry|filename|title|author|year|path|count
31028|46023-0.txt|The Garden of Swords|Max Pemberton|1898|_theData|3
31033|46028-8.txt|Leaves from My Journal|Wilford Woodruff|1882|_theData|2
31045|46041-0.txt|The Christian Hymn Book|Various|1852|_theData|3
31062|46058-0.txt|Two Tragedies of Seneca|Lucius Annaeus Seneca|1899|_theData|3
31064|4606-0.txt|It Is Never Too Late to Mend|Charles Reade|1800|_theData|2
31071|4607-0.txt|Love Me Little, Love Me Long|Charles Reade|1800|_theData|2
31075|46077-8.txt|The Judgment Books|Edward Frederic Benson|1895|_theData|2
31089|46095-0.txt|Private Journal of Henry Francis Brooke|Henry Francis Brooke|1881|_theData|3
31118|46123-8.txt|Belle Powers' Locket|Joanna Mathews|1872|_theData|2
31119|46124-0.txt|The Copperhead|Harold Frederic|1893|_theData|3
31120|46125-8.txt|Pablo de Segovia, the Spanish Sharper|Francisco de Quevedo|1892|_theData|2
31143|46151-8.txt|India Under British Rule|James Talboys Wheeler|1886|_theData|2
31147|46156-0.txt|The Maid of Sker|Richard Doddridge Blackmore|1872|_theData|3
31148|46158-8.txt|Tea and Tea Drinking|Arthur Reade|1884|_theData|2
31151|46160.txt|Malaeska|Ann S Stephens|1860|_theData|1
31154|46166-0.txt|History of the Zulu War|A Wilmot|1880|_theData|3
31162|46173-8.txt|Tourmalin's Time Cheques|F Anstey|1891|_theData|2
31167|4618.txt|Words for the Wise|T S Arthur|1860|_theData|2
31182|4620-8.txt|The Wedding Guest|T S Arthur|1856|_theData|4
31190|4621.txt|The Two Wives|T S Arthur|1852|_theData|2
31192|46212-8.txt|The Covenant of Salt|Henry Clay Trumbull|1899|_theData|2
31198|4622.txt|Trials and Confessions of a Housekeeper|T S Arthur|1859|_theData|2
31210|46233-8.txt|With the Black Prince|William Osborn Stoddard|1898|_theData|2
31220|46242-8.txt|The British Expedition to the Crimea|William Howard Russell|1877|_theData|1
31229|46254-0.txt|Mrs. Hale's Receipts for the Million|Sarah Josepha Hale|1857|_theData|3
31234|46260-8.txt|Up the Country|Emily Eden|1866|_theData|1
31236|46262-8.txt|Pilgrim Sorrow|Carmen Sylva|1884|_theData|2
31271|46306-8.txt|Knots Untied|George S McWatters|1872|_theData|2
31281|4632.txt|The Good Time Coming|T S Arthur|1855|_theData|2
31287|46326-0.txt|Brick and Marble in the Middle Ages|George Edmund Street|1874|_theData|3
31321|46369-8.txt|Torrey's Narrative|William Torrey|1848|_theData|2
31324|46371-8.txt|The Cruise of the "Lively Bee"|John De Morgan|1892|_theData|2
31331|46379-8.txt|Human Origins|Samuel Laing|1892|_theData|2
31342|46390-8.txt|There She Blows!|William Hussey Macy|1877|_theData|2
31368|46416-8.txt|Birds' Nests, Eggs and Egg-Collecting|Richard Kearton|1896|_theData|2
31404|46454-8.txt|In Vain|Henryk Sienkiewicz|1899|_theData|2
31408|4646.txt|Their Silver Wedding Journey|William Dean Howells|1899|_theData|1
31418|46475-8.txt|The Green Hand|George Cupples|1899|_theData|2
31419|46476-8.txt|The Idea of God as Affected by Modern Knowledge|John Fiske|1885|_theData|2
31421|46478-0.txt|Lux Mundi|Various|1889|_theData|3
31429|46486-8.txt|Rhymes and Jingles|Mary Mapes Dodge|1875|_theData|2
31451|46514-0.txt|Our Edible Toadstools and Mushrooms and How to Distinguish Them|William Hamilton Gibson|1895|_theData|3
31458|46521.txt|Forty Years Among the Indians|Daniel W Jones|1890|_theData|1
31472|46537-8.txt|Mildred at Roselands|Martha Finley|1880|_theData|2
31473|4654.txt|The Daemon of the World|Percy Bysshe Shelley|1876|_theData|2
31477|46544-0.txt|The Theistic Conception of the World|B F Benjamin Franklin Cocker|1875|_theData|3
31503|4658-8.txt|Personal Narrative of a Pilgrimage to Al-Madinah & Meccah|Sir Richard Francis Burton|1893|_theData|1
31506|46582-8.txt|Clutterbuck's Treasure|Fred Whishaw|1898|_theData|2
31519|466.txt|The Gaming Table:  Its Votaries and Victims|Andrew Steinmetz|1870|_theData|2
31548|46635.txt|Gospel Philosophy|J H Ward|1884|_theData|1
31561|46650-0.txt|Bayou Folk|Kate Chopin|1894|_theData|3
31578|4667-0.txt|Seven Wives and Seven Prisons|LA Abbott|1870|_theData|3
31606|46699-0.txt|Judge Elbridge|Opie Read|1899|_theData|3
31611|46702-8.txt|Rhymes for the Young Folk|William Allingham|1887|_theData|2
31616|46708-8.txt|The Dead Letter|Metta Victoria Fuller Victor|1866|_theData|2
31620|46711-0.txt|Secrets of Wise Men, Chemists and Great Physicians|William K David|1889|_theData|1
31627|46727-8.txt|An Epitome of the History of Medicine|Roswell Park|1897|_theData|2
31629|46729-0.txt|The History of Yiddish Literature in the Nineteenth Century|Leo Wiener|1899|_theData|1
31633|46732-8.txt|The Story of Perugia|Margaret Symonds|1898|_theData|1
31643|46744-0.txt|The Camp of Refuge|Charles MacFarlane|1881|_theData|3
31644|46745-8.txt|The Action of Medicines in the System|Frederick William Headland|1852|_theData|2
31648|46751.txt|The Strength of the 'Mormon' Position|Orson F Whitney|1881|_theData|1
31692|468-8.txt|Manon Lescaut|Abbé Prévost|1841|_theData|1
31693|4680-0.txt|Manuel Pereira|F C Adams|1853|_theData|4
31694|46800-0.txt|The Legendary History of the Cross|John Ashton|1887|_theData|3
31735|46853-0.txt|Le Morte Darthur|Thomas Malory|1889|_theData|2
31744|46864-8.txt|The Fortunes of Hector O'Halloran, And His Man Mark Antony O'Toole|W H Maxwell|1842|_theData|4
31752|46883-8.txt|Goethe and Schiller|L Mühlbach|1868|_theData|2
31767|46911-8.txt|Wonders of the Yellowstone|James Richardson|1874|_theData|2
31769|46915-8.txt|A Treatise on Painting|Leonardo Da Vinci|1802|_theData|2
31799|46953-8.txt|A History of Champagne|Henry Vizetelly|1882|_theData|2
31809|46966-8.txt|Adam Hepburn's Vow|Annie S Swan|1888|_theData|2
31810|46967-8.txt|Isabella Orsini|Francesco Domenico Guerrazzi|1845|_theData|2
31816|46972-8.txt|Eskimo Life|Fridtjof Nansen|1893|_theData|2
31834|46990-0.txt|The Guinea Voyage|James Field Stanfield|1807|_theData|3
31843|47001-0.txt|De Officiis|Marcus Tullius Cicero|1899|_theData|3
31844|47002-8.txt|The Usurper|Judith Gautier|1884|_theData|2
31865|47025-8.txt|The Essence of Christianity|Ludwig Feuerbach|1881|_theData|2
31871|47035-0.txt|The History of Salt|Evan Martlett Boddy|1881|_theData|1
31874|47039-0.txt|Botany for Ladies|Jane Loudon|1842|_theData|3
31912|47098-8.txt|All Sorts and Conditions of Men|Walter Besant|1889|_theData|1
31914|471-0.txt|Bride of Lammermoor|Sir Walter Scott|1819|_theData|2
31916|47105-8.txt|Notes and Queries for Worcestershire|John Noake|1856|_theData|2
31948|47147-8.txt|An Introduction to the Study of Meteorites|L Fletcher|1888|_theData|2
31956|47158-0.txt|The Matabele Campaign|R S S BadenPowell|1897|_theData|3
31963|47169-8.txt|Buenos Ayres and the Provinces of the Rio de La Plata|Woodbine Parish|1838|_theData|2
31974|47186-0.txt|Model Women|William Anderson|1870|_theData|3
31977|47190-0.txt|Foot-prints of a letter carrier|James Rees|1866|_theData|1
31986|47200-8.txt|Oracles from the Poets|Caroline Gilman|1844|_theData|2
31997|47215-0.txt|The Sacred Tree|J H Philpot|1897|_theData|3
32012|4723.txt|A Treatise Concerning the Principles of Human Knowledge|George Berkeley|1874|_theData|2
32029|47245-0.txt|Battles of English History|H B Hereford Brooke George|1895|_theData|3
32059|47288-8.txt|The Queen's Daughters in India|Elizabeth W Andrew|1898|_theData|1
32063|47291-0.txt|The Storehouses of the King|Jane van Gelder|1885|_theData|1
32081|47310-0.txt|A Treatise on Gunshot Wounds|Thomas Longmore|1862|_theData|1
32108|47349-0.txt|The Wild Garden|William Robinson|1881|_theData|1
32112|47354.txt|Cricket Songs|Norman Gale|1890|_theData|1
32114|47357-0.txt|The Prairie-Bird|Charles Augustus Murray|1844|_theData|1
32116|47359-0.txt|The Ashtabula Disaster|Stephen D Peet|1877|_theData|1
32142|47386-8.txt|Yorkshire Oddities, Incidents and Strange Events|S BaringGould|1874|_theData|1
32145|4739-0.txt|Fly Leaves|C S Calverley|1872|_theData|2
32155|47405-0.txt|Short Sixes|H C Bunner|1891|_theData|1
32163|47420-0.txt|Unaddressed Letters|Anonymous|1898|_theData|1
32184|47444-0.txt|The Gastronomic Regenerator:|Alexis Soyer|1846|_theData|1
32187|47447-0.txt|Essay on the Life and Institutions of Offa, King of Mercia, A.D. 755-794|Henry Mackenzie|1840|_theData|1
32220|47494-0.txt|Talks on Writing English|Arlo Bates|1896|_theData|1
32223|47499-0.txt|Philosophy in Sport Made Science in Earnest|John Ayrton Paris|1827|_theData|1
32237|47517-0.txt|Desiderius Erasmus of Rotterdam|Ephraim Emerton|1899|_theData|1
32239|47519.txt|President Heber C. Kimball's Journal|Heber C Kimball|1882|_theData|1
32271|47559-8.txt|The Prude's Progress|Jerome K Jerome|1895|_theData|1
32285|47575-0.txt|The Story of a Country Town|Edgar Watson Howe|1883|_theData|1
32288|47578-8.txt|Country Rambles, and Manchester Walks and Wild Flowers|Leo H Grindon|1882|_theData|1
32296|47586-0.txt|Everyday Objects|W H Davenport Adams|1870|_theData|1
32303|47595-0.txt|Memorials of the Life of Amelia Opie|Cecilia Lucy Brightwell|1854|_theData|1
32331|47621-8.txt|Fenelon's Treatise on the Education of Daughters|François Fénelon|1806|_theData|1
32440|47762.txt|Records of Steam Boiler Explosions|Edward Bindon Marten|1869|_theData|1
32446|47769-8.txt|Saragossa|Benito Pérez Galdós|1899|_theData|1
32460|47785-8.txt|The Rock of the Lion|Molly Elliot Seawell|1898|_theData|1
32479|47808-0.txt|Dog Breaking|William Nelson Hutchinson|1848|_theData|1
32482|47810-0.txt|The White Conquerors|Kirk Munroe|1893|_theData|1
32487|47816-8.txt|The Silversmith's Handbook|George E Gee|1890|_theData|1
32513|47844-0.txt|The Young Collector's Handbook of Ants, Bees, Dragon-flies, Earwigs, Crickets, and Flies|W Harcourt Bath|1890|_theData|1
32538|47874-8.txt|My Wife and I|Harriet Beecher Stowe|1871|_theData|1
32549|47887-8.txt|Sir Charles Napier|Sir William Francis Butler|1890|_theData|2
32556|47897-0.txt|The Yule Log.|Anonymous|1881|_theData|1
32559|479-0.txt|Little Lord Fauntleroy|Frances Hodgson Burnett|1887|_theData|2
32591|47935-8.txt|Fathers and Sons|Ivan Sergeevich Turgenev|1867|_theData|1
32592|47936-8.txt|Jersey City and its Historic Sites|Harriet Phillips Eaton|1899|_theData|1
32597|47944-0.txt|The Admiral|Douglas Sladen|1898|_theData|1
32599|47948-0.txt|The Archaeology and Prehistoric Annals of Scotland|Daniel Wilson|1851|_theData|1
32607|47955-0.txt|The Nursery Book|Liberty Hyde Bailey|1896|_theData|1
32609|47958-0.txt|The Minister's Wooing|Harriet Beecher Stowe|1859|_theData|1
32617|47967-0.txt|The Bases of Design|Walter Crane|1898|_theData|1
32620|47970-0.txt|The Dwelling House|George Vivian Poore|1897|_theData|1
32622|47972-0.txt|Hildebrand|Anonymous|1848|_theData|3
32638|47996-8.txt|Eighteenth Century Vignettes|Austin Dobson|1892|_theData|1
32644|48001.txt|The Juvenile Lavater|George Brewer|1812|_theData|1
32661|48026-0.txt|The Sir Roger de Coverley Papers|Various|1895|_theData|1
32663|48028-0.txt|The Metaphysic of Christianity and Buddhism|Dawsonne M Strong|1899|_theData|1
32698|48072-0.txt|The Modern Malady|Cyril Bennett|1890|_theData|1
32702|48079-0.txt|Opuscula|Robert Gordon Latham|1860|_theData|1
32704|48080-0.txt|The Chariot of the Flesh|Hedley Peek|1897|_theData|3
32713|48099-0.txt|Dean of Lismore's Book|Various|1862|_theData|1
32716|48100-8.txt|The Sabbath-School Index|Richard Gay Pardee|1868|_theData|1
32726|48111-8.txt|The Kingdom of the Yellow Robe|Ernest Young|1898|_theData|1
32774|48173-0.txt|Practical Carriage and Wagon Painting|Mayton Clarence Hillick|1898|_theData|1
32785|48186-0.txt|Parsons on the Rose|Samuel Browne Parsons|1869|_theData|1
32789|48190-8.txt|Poganuc People|Harriet Beecher Stowe|1878|_theData|1
32798|482.txt|The Woodlanders|Thomas Hardy|1887|_theData|1
32811|48220-0.txt|The Influence of Buddhism on Primitive Christianity|Arthur Lillie|1893|_theData|1
32826|48236-0.txt|The Blood Covenant|H Clay Trumbull|1885|_theData|1
32838|48250-8.txt|The History of the Reformation of Religion in Scotland|John Knox|1831|_theData|1
32844|48260-0.txt|Geoffrey the Lollard|Frances Eastwood|1870|_theData|3
32866|48286-0.txt|Mogreb-el-Acksa|R B Cunninghame Graham|1898|_theData|2
32884|48304-0.txt|The Family at Misrule|Ethel Turner|1895|_theData|3
32889|48313-8.txt|Phaeton Rogers|Rossiter Johnson|1881|_theData|1
32923|48354-0.txt|Cleg Kelly, Arab of the City|S R Samuel Rutherford Crockett|1896|_theData|1
32925|48356-0.txt|Elsie at Ion|Martha Finley|1893|_theData|1
32940|48375-0.txt|Maybee's Stepping Stones|Archie Fell|1877|_theData|1
32944|48379-8.txt|Molly and Kitty|Olga Eschenbach|1856|_theData|1
32959|484.txt|Poor and Proud|Oliver Optic|1861|_theData|1
32961|48403-8.txt|The Kingdom of Georgia|Oliver Wardrop|1888|_theData|1
32971|48417-0.txt|Pennsylvania Dutch|S S Haldeman|1872|_theData|1
32991|48443-0.txt|A Singular Life|Elizabeth Stuart Phelps|1894|_theData|1
33002|48457-0.txt|Borth Lyrics|Edward Thring|1887|_theData|1
33003|48458-0.txt|Within the Capes|Howard Pyle|1885|_theData|1
33015|48475-0.txt|On The Stage-And Off|Jerome K Jerome|1891|_theData|2
33027|48492-0.txt|Cremation of the Dead|William Eassie|1875|_theData|1
33031|48499-8.txt|Jaundice: Its Pathology and Treatment|George Harley|1863|_theData|1
33044|48515-0.txt|Psycho Vox|Charles Emerson|1897|_theData|1
33048|48522-8.txt|Old Country Life|S BaringGould|1890|_theData|1
33060|48539-0.txt|A System of Pyrotechny|James Cutbush|1825|_theData|1
33065|48548-0.txt|Further remarks on the policy of lending Bodleian printed books and manuscripts|Henry W Chandler|1887|_theData|1
33071|48553-0.txt|Emblematic Illumination; or Forms, Colours and Emblems|Anonymous|1862|_theData|1
33079|48566-0.txt|Barracks, Bivouacs and Battles|Archibald Forbes|1891|_theData|1
33118|48616.txt|The Redemption of Freetown|Charles M Sheldon|1898|_theData|1
33138|48643-0.txt|The Country of the Dwarfs|Paul B Du Chaillu|1871|_theData|1
33140|48645-0.txt|Library Cataloguing|J Henry Quinn|1899|_theData|1
33173|48698-0.txt|La Gaviota|Fernan Caballero|1868|_theData|1
33226|48757-0.txt|The Scientific Tourist through Ireland|Thomas Walford|1818|_theData|1
33244|48776-0.txt|Petrarch|James Harvey Robinson|1898|_theData|1
33259|48796-0.txt|Index Expurgatorius Anglicanus|W H Hart|1872|_theData|1
33263|48800-8.txt|Chap-books of the Eighteenth Century|John Ashton|1882|_theData|1
33302|48843-0.txt|Philochristus|Edwin A Abbott|1878|_theData|3
33314|48860-0.txt|The Brown Owl|Ford H Madox Hueffer|1892|_theData|1
33316|48862-0.txt|Little Pitchers|Sophie May|1868|_theData|1
33329|48876-8.txt|Outlines of Creation|Elisha Noyce|1858|_theData|1
33351|48904-0.txt|Arthur Brown, The Young Captain|Elijah Kellogg|1873|_theData|1
33368|48927-8.txt|The Dream of Gerontius|John Henry Newman|1866|_theData|1
33386|48951-0.txt|Dotty Dimple at School|Sophie May|1869|_theData|1
33390|48959-0.txt|Moorland Idylls|Grant Allen|1896|_theData|1
33392|48960-0.txt|Travels in Brazil|Henry Koster|1816|_theData|1
33395|48967-0.txt|Mythology among the Hebrews|Ignaz Goldziher|1877|_theData|1
33398|48970-0.txt|Across Texas|Edward Sylvester Ellis|1893|_theData|1
33399|48972-0.txt|Boots and Saddles|Elizabeth Custer|1885|_theData|1
33411|48986-0.txt|Around the Camp-fire|Charles G D Roberts|1896|_theData|2
33417|48992-0.txt|From Pekin to Calais by Land|Harry de Windt|1889|_theData|1
33423|48998-0.txt|In the Village of Viger|Duncan Campbell Scott|1896|_theData|1
33446|49022-0.txt|A Year at the Shore|Philip Henry Gosse|1865|_theData|1
33453|49031-0.txt|A Migration Legend of the Creek Indians|Albert S Gatschet|1884|_theData|1
33457|49035-8.txt|The Changeling|Walter Besant|1898|_theData|1
33481|49061-0.txt|Rambles on Railways|Cusack Patrick Roney|1868|_theData|1
33521|49112-0.txt|National Apostasy|John Keble|1833|_theData|1
33533|49124-0.txt|At the Sign of the Sphinx|Carolyn Wells|1896|_theData|1
33535|49126-0.txt|The Duty of a Christian People under Divine Visitations|Newton Smart|1832|_theData|1
33537|49128-0.txt|Curiosities of Street Literature|Various|1871|_theData|1
33538|49129-8.txt|Father Henson's Story of His Own Life|Josiah Henson|1858|_theData|1
33558|49154-0.txt|Life of a Scotch Naturalist|Samuel Smiles|1876|_theData|1
33579|4918.txt|The Lilac Sunbonnet|SR Crockett|1894|_theData|1
33582|49182-0.txt|The Life and Letters of George John Romanes|George John Romanes|1896|_theData|1
33590|49194-0.txt|The History of Coaches|George Athelstane Thrupp|1877|_theData|1
33592|49196-0.txt|Elements of Physiophilosophy|Lorenz Oken|1847|_theData|1
33594|49198.txt|Past Redemption|George M Baker|1875|_theData|1
33601|49204-0.txt|Buffalo Bill from Prairie to Palace|John M Burke|1893|_theData|1
33603|49206-8.txt|Rudiments of Conchology|Mary Anne Venning|1826|_theData|1
33611|49216-0.txt|The Threshold Covenant|H Clay Trumbull|1896|_theData|1
33614|49220-0.txt|Leila at Home|Ann Fraser Tytler|1889|_theData|1
33617|49224-0.txt|The Journals of Major-Gen. C. G. Gordon, C.B., at Kartoum.|C G Gordon|1885|_theData|1
33620|49227.txt|Kittyleen|Sophie May|1883|_theData|1
33640|4925.txt|The Age of Fable|Thomas Bulfinch|1897|_theData|1
33659|49271-0.txt|Common Minerals and Rocks|William O Crosby|1881|_theData|1
33673|49286-8.txt|Custer's Last Shot|J M Travers|1894|_theData|1
33680|49294-0.txt|Lay Down Your Arms|Bertha von Suttner|1892|_theData|1
33681|49295-0.txt|After Taps|George M Baker|1891|_theData|1
33687|49301-0.txt|The Grey Man|S R Crockett|1896|_theData|3
33692|49306-0.txt|The Holy Isle|Father Ignatius|1870|_theData|2
33698|49315-8.txt|Ourika|Claire Duras|1824|_theData|1
33701|4932-0.txt|A Knight of the White Cross|GA Henty|1895|_theData|3
33735|49353-0.txt|Lives of Distinguished North Carolinians|Various|1898|_theData|1
33744|49364-0.txt|Inmates of my House and Garden|Mrs Brightwen|1895|_theData|1
33749|49370-0.txt|English Jests and Anecdotes|Various|1886|_theData|1
33751|49372-8.txt|Ninety-Three|Victor Hugo|1887|_theData|1
33752|49373-0.txt|The modes of origin of lowest organisms|H Charlton Bastian|1871|_theData|1
33754|49375-0.txt|Are We of Israel?|George Reynolds|1883|_theData|1
33758|49380-0.txt|Godey's Lady's Book|Various|1855|_theData|2
33760|49383-0.txt|An Illustrated Account of St. Bartholomew's Priory Church, Smithfield.|Normanus|1874|_theData|1
33794|49431-0.txt|The Burial Customs of the Ancient Greeks|Frank Pierrepont Graves|1891|_theData|1
33796|49434-0.txt|A Compendium of the Doctrines of the Gospel|Various|1884|_theData|1
33803|49444-8.txt|Five Years in Texas|Thomas North|1871|_theData|1
33838|49484-0.txt|My Friend Pasquale and other stories|James Selwin Tait|1892|_theData|1
33842|49491-0.txt|The Sunny South|John William Clayton|1869|_theData|1
33852|49500-8.txt|Life and Treason of Benedict Arnold|Jared Sparks|1835|_theData|1
33862|49513-0.txt|The Complete Herbal|Nicholas Culpeper|1835|_theData|1
33868|49519-0.txt|Jimmy Boy|Sophie May|1895|_theData|1
33870|49520-0.txt|Kit and Kitty|R D Blackmore|1890|_theData|1
33871|49521-0.txt|Ten Dollars Enough|Catherine Owen|1887|_theData|1
33872|49524-0.txt|Knowledge for the Time|John Timbs|1864|_theData|1
33881|49533-8.txt|The Capsina|Edward Frederic Benson|1899|_theData|1
33886|4954.txt|Laicus|Lyman Abbott|1872|_theData|1
33894|4955.txt|Leah Mordecai|Mrs Belle Kendrick Abbott|1875|_theData|1
33921|49588.txt|One Year in Scandinavia|Erastus Snow|1851|_theData|1
33931|4960-0.txt|On Picket Duty and Other Tales|Louisa May Alcott|1864|_theData|3
33932|49601.txt|A History of Deerpark in Orange County, N. Y.|Peter E Gumaer|1890|_theData|1
33950|4962.txt|The Story Of Germ Life|H W Conn|1897|_theData|1
33952|49621-8.txt|The Father and Daughter|Amelia Opie|1802|_theData|1
33953|49622-0.txt|Handbook of Birmingham|Various|1886|_theData|1
33963|49634.txt|Attila.|G P R James George Payne Rainsford|1838|_theData|2
33978|49650-8.txt|Arrah Neil|G P R George Payne Rainfield James|1845|_theData|1
33986|49663-0.txt|Adonijah|Jane Margaret Strickland|1856|_theData|1
33990|49668-0.txt|Ancient Monuments of the Mississippi Valley|E G Squier|1847|_theData|1
33992|4967-0.txt|Luck or Cunning|Samuel Butler|1887|_theData|2
34002|49680-0.txt|Chetwynd Calverley|William Harrison Ainsworth|1876|_theData|2
34004|49682-8.txt|Carols of Cockayne|Henry S Leigh|1888|_theData|1
34007|49684-8.txt|Puck on Pegasus|H Cholmondeley Pennell|1861|_theData|1
34010|4969-8.txt|The Belton Estate|Anthony Trollope|1866|_theData|3
34024|49704-0.txt|Protection from Fire and Thieves|George Hayter Chubb|1875|_theData|1
34026|49706-0.txt|Smokiana|R T Pritchett|1890|_theData|1
34032|49713-8.txt|Fifteen Hundred Miles An Hour|Charles Dixon|1895|_theData|1
34036|49718-0.txt|The Desultory Man|G P R George Payne Rainsford James|1836|_theData|1
34044|49728-8.txt|How to Settle Accounts with your Laundress|J Stirling Coyne|1896|_theData|1
34057|49745-8.txt|The Young Deliverers of Pleasant Cove|Elijah Kellogg|1899|_theData|1
34060|49748-0.txt|Five Minute Stories|Laura E Richards|1895|_theData|1
34061|49749-0.txt|Isla Heron|Laura E Richards|1896|_theData|1
34062|4975.txt|Spinifex and Sand|David W Carnegie|1898|_theData|2
34069|4976.txt|Expedition into Central Australia|Charles Sturt|1849|_theData|2
34083|49778-0.txt|The Profligate|Arthur Wing Pinero|1892|_theData|1
34089|49782-0.txt|The Czar|Deborah Alcock|1885|_theData|1
34120|49814-0.txt|A correct and authentic narrative of the Indian war in Florida|Capt James Barr|1836|_theData|1
34124|49818-8.txt|Animal Life and Intelligence|Conwy Lloyd Morgan|1895|_theData|1
34135|49831-8.txt|Two Pilgrims' Progress|Elizabeth Robins Pennell|1899|_theData|1
34137|49833-0.txt|Directions for Cooking by Troops, in Camp and Hospital|Florence Nightingale|1861|_theData|1
34142|49841-0.txt|Famous Persons and Places|N Nathaniel Parker Willis|1854|_theData|1
34146|49846-0.txt|Florizel's Folly|John Ashton|1899|_theData|1
34152|49851-0.txt|Preston Fight|William Harrison Ainsworth|1875|_theData|2
34171|49872-0.txt|The Alhambra|Washington Irving|1840|_theData|2
34179|49882-8.txt|A Day Well Spent|John Oxenford|1836|_theData|1
34198|49912-8.txt|The Employments of Women|Virginia Penny|1863|_theData|1
34222|49944-0.txt|Breakfast, Luncheon and Tea|Marion Harland|1875|_theData|1
34235|49958-0.txt|The Dinner Year-Book|Marion Harland|1878|_theData|1
34297|50026-0.txt|Haifa|Laurence Oliphant|1886|_theData|1
34306|50037-8.txt|Wyllard's Weird|Mary Elisabeth Braddon|1880|_theData|1
34323|50053-0.txt|Notes on the Iroquois|Henry R Schoolcraft|1847|_theData|1
34333|50064-0.txt|Proverbial Philosophy|Martin F Tupper|1850|_theData|3
34382|50121-0.txt|Fifteen New Ways for Oysters|S T Sarah Tyson Rorer|1894|_theData|1
34393|50134-0.txt|Running the Blockade|Thomas E Taylor|1896|_theData|1
34403|50148-8.txt|Looking Forward|Arthur Bird|1899|_theData|2
34421|50169-0.txt|Hermia Suydam|Gertrude Atherton|1889|_theData|1
34441|50191-0.txt|Mrs. Beeton's Dictionary of Every-Day Cookery|Isabella Mary Beeton|1865|_theData|1
34454|50207-0.txt|Tea-Blending as a Fine Art|Joseph M Walsh|1896|_theData|1
34479|50243-0.txt|The Subtropical Garden;|W Robinson|1871|_theData|1
34534|50325-8.txt|The Castle of Ehrenstein|George Payne Rainsford James|1847|_theData|1
34543|50336-0.txt|A Gothic Grammar|Wilhelm Braune|1895|_theData|1
34555|50352-0.txt|Spanish Papers|Washington Irving|1857|_theData|1
34564|50364-0.txt|The Roman Wall|Rev John Collingwood Bruce|1853|_theData|2
34572|50373-0.txt|Cricket||1866|_theData|2
34632|50436-0.txt|Protestantism and Catholicity|Jaime Luciano Balmes|1850|_theData|1
34634|50439-0.txt|English Eccentrics and Eccentricities|John Timbs|1866|_theData|2
34644|50454-0.txt|Rand and the Micmacs|Jeremiah S Clark|1899|_theData|1
34648|50460-0.txt|Premature Burial and How it may be Prevented|William Tebb|1896|_theData|1
34650|50462-8.txt|Philip Augustus|George Payne Rainsford James|1837|_theData|1
34658|50471-0.txt|Two Little Pilgrims' Progress|Frances Hodgson Burnett|1899|_theData|2
34663|50476-8.txt|The Three Miss Kings|Ada Cambridge|1891|_theData|1
34676|50491-8.txt|Darnley|George Payne Rainsford James|1849|_theData|1
34677|50493-8.txt|The Black Eagle|George Payne Rainsford James|1854|_theData|2
34692|50507-0.txt|Eighteenth Century Waifs|John Ashton|1887|_theData|1
34701|50518-8.txt|Gowrie:|G P R George Payne Rainsford James|1864|_theData|1
34718|50544-0.txt|The Life of General Garibaldi|Giuseppe Garibaldi|1861|_theData|1
34735|50560-0.txt|A Century of Dishonor|Helen Hunt Jackson|1881|_theData|1
34737|50564-0.txt|The History of Ink|Thaddeus Davids|1860|_theData|1
34780|50611-0.txt|The Pillar of Fire|Joseph Holt Ingraham|1861|_theData|2
34781|50612-0.txt|Cradle Songs|Various|1894|_theData|1
34794|50626-0.txt|Manual of Oriental Antiquities|Ernest Babelon|1889|_theData|1
34805|50640-0.txt|Elements of Surgery|Robert Liston|1834|_theData|1
34806|5065.txt|Civil Government for Common Schools|Henry C Northam|1881|_theData|1
34809|50653-0.txt|Travels in the interior of Brazil|John Mawe|1812|_theData|2
34811|50656-0.txt|The Conspiracy of Gianluigi Fieschi,|Emanuele Celesia|1866|_theData|1
34812|50657-0.txt|The Satires of Juvenal, Persius, Sulpicia, and Lucilius|Decimus Junius Juvenal|1860|_theData|1
34830|5068.txt|On Being Human|Woodrow Wilson|1897|_theData|1
34835|50688-8.txt|De L'Orme.|George Payne Rainsford James|1855|_theData|1
34836|50689-8.txt|One in a Thousand|George Payne Rainsford James|1835|_theData|1
34843|50699-8.txt|Baled Hay|Bill Nye|1884|_theData|1
34874|50744-0.txt|A British Rifle Man|George Simmons|1899|_theData|1
34878|5075-0.txt|The Lion of the North|GA Henty|1886|_theData|3
34896|50772-8.txt|Famous Givers and Their Gifts|Sarah Knowles Bolton|1896|_theData|2
34911|5079.txt|Ziska|Marie Corelli|1897|_theData|2
34927|50808-0.txt|Eutropius|Flavius Eutropius|1872|_theData|1
34937|5082-8.txt|Le château des Carpathes|Jules Verne|1892|_theData|1
35015|50906-8.txt|Savrola|Winston Spencer Churchill|1899|_theData|1
35016|50907-0.txt|The Anatomy of Suicide|Forbes Winslow|1840|_theData|1
35023|50916-8.txt|Evening Incense|John Ross Macduff|1856|_theData|1
35045|50943-8.txt|Rose D'Albret|G P R George Payne Rainsford James|1844|_theData|1
35046|50944-0.txt|Salmonia|Humphrey Davy|1829|_theData|1
35056|50957-8.txt|Man and the Glacial Period|G Frederick Wright|1892|_theData|1
35078|50985-0.txt|A Treatise on Acupuncturation|James Morss Churchill|1821|_theData|1
35136|51057-0.txt|Lady Jane Grey and Her Times|Ida Ashworth Taylor|1822|_theData|1
